id,DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,WINDSPEED,VAPOR_PRESSURE,PRECIPITATION,ET0,RADIATION
1321,20080813,21.5,12.8,17.2,5.1,13.33,.2,4,17357
1322,20080814,21.3,10,15.6,1.9,12.38,0,2.99,15511
1323,20080815,21,10.6,15.8,2.4,12.68,1.3,3.19,16824
1324,20080816,23.2,9.2,16.2,1.9,11.83,0,3.62,20051
1325,20080817,22.2,13,17.6,2.9,14.73,.6,2.94,12474
1326,20080818,27.6,12,19.8,3.3,16.18,1.3,4.59,21801
1327,20080819,20.4,15.6,18,3,16.63,2.3,2.31,9416
1328,20080820,20.4,13.3,16.9,2.8,14.08,.2,2.5,9608
1329,20080821,23.9,11.1,17.5,1.9,14.73,0,3.35,18344
1330,20080822,18.5,13.2,15.9,2.7,15.58,11.9,1.96,9788
1331,20080823,19.3,12.6,16,2.2,13.33,.1,2.66,13386
1332,20080824,21.2,8,14.6,1.8,13.13,.7,2.61,14721
1333,20080825,22.8,12.6,17.7,2,14.93,.2,2.68,12613
1334,20080826,23.8,13,18.4,1.8,14.93,0,3.26,17203
1335,20080827,25.4,13.6,19.5,2.3,15.93,0,3.68,18666
1336,20080828,24,12.1,18,2.1,14.88,0,3.44,19106
1337,20080829,23.5,11.8,17.6,2.2,15.13,.1,3.38,19235
1338,20080830,29.9,12.4,21.2,1.8,16.73,0,4.21,22028
1339,20080831,26.5,14.7,20.6,2.3,18.13,2.2,3.16,14506
1340,20080901,21.2,15.2,18.2,2.2,15.18,0,2.47,10566
1341,20080902,23.7,9.7,16.7,2.8,15.28,1.7,2.84,13968
1342,20080903,16.2,13.7,15,1.9,15.28,16.1,1.51,7378
1343,20080904,17.6,11.9,14.7,2,14.83,1,1.66,8874
1344,20080905,23,13.6,18.3,3.4,16.93,3.5,2.23,7421
1345,20080906,17.9,15.7,16.8,3.8,15.33,.2,2.14,8439
1346,20080907,18.7,11.5,15.1,3.9,13.68,.4,2.32,10790
1347,20080908,21.4,10.9,16.2,1.6,13.13,0,2.81,17084
1348,20080909,26.5,9.6,18.1,2,14.48,.1,03.06,14397
1349,20080910,25.3,14.3,19.8,1.4,18.28,.2,2.21,10300
1350,20080911,27.5,14,20.8,2.3,17.88,10.6,3.2,14696
1351,20080912,17.8,12.5,15.1,2.3,13.68,.5,1.98,10385
1352,20080913,15.6,10.1,12.8,2.9,12.83,4.4,1.53,7647
1353,20080914,17.1,9.2,13.1,3.5,11.03,.1,2.81,19213
1354,20080915,15.4,5.1,10.3,3.1,8.98,0,2.38,16010
1355,20080916,15.5,4.7,10.1,3.1,9.18,0,2.25,15020
1356,20080917,16.8,4.6,10.7,2.4,9.18,0,2.38,16838
1357,20080918,16.9,5.5,11.2,1.4,10.83,.2,1.59,9968
1358,20080919,18.2,8,13.1,2.4,11.43,0,2.18,13625
1359,20080920,17.7,7.4,12.5,3.6,9.68,0,2.87,17817
1360,20080921,15.6,4.6,10.1,3.6,8.63,0,2.41,14757
1361,20080922,16.9,5.7,11.3,3.1,9.83,0,2.38,16113
1362,20080923,15.9,5.4,10.7,2.7,9.63,0,02.09,14161
1363,20080924,17.8,5.8,11.8,2.7,10.13,0,2.27,14921
1364,20080925,17.4,8.4,12.9,3.7,10.63,0,2.31,11443
1365,20080926,17,7,12,3.6,9.53,.1,2.41,12858
1366,20080927,17.9,5,11.5,2.8,8.98,0,2.46,16546
1367,20080928,18.6,3.6,11.1,1.1,9.23,0,1.96,16399
1368,20080929,19.2,3.1,11.2,1.8,9.53,0,2,13508
1369,20080930,14.5,5.5,10,3.7,10.18,.2,1.46,5949
1370,20081001,16.3,11.2,13.7,5.5,12.13,2.2,02.06,7062
1371,20081002,16.2,9,12.6,4.4,10.23,1.4,2.33,10926
1372,20081003,12,5.4,8.7,3.6,8.73,2.7,1.52,7291
1373,20081004,12.2,4.4,8.3,3,08.03,0,1.66,10989
1374,20081005,14.2,2.7,8.4,5,09.08,.3,1.66,8038
1375,20081006,16.8,11.4,14.1,3.8,13.23,1.1,1.6,5147
1376,20081007,21.5,10.2,15.9,2.2,14.03,2,1.73,7098
1377,20081008,14.3,12.3,13.3,2.4,13.73,6.8,01.01,4736
1378,20081009,15.3,10.1,12.7,2.4,12.53,0,1.15,6098
1379,20081010,16.4,9.6,13,1.1,13.18,0,1,5792
1380,20081011,21.8,9.7,15.8,1.5,13.28,0,1.76,10802
1381,20081012,21.8,8.4,15.1,1.5,12.98,.1,1.59,8808
1382,20081013,23.2,11,17.1,1.9,14.93,0,1.9,11698
1383,20081014,18.5,10.5,14.5,1.1,15.08,0,01.03,6545
1384,20081015,18,13.2,15.6,2.8,14.63,5.9,1.39,5657
1385,20081016,15.4,12,13.7,2.6,13.13,5.6,1.23,5554
1386,20081017,13.7,3.8,8.8,1.9,8.98,.1,1.21,11630
1387,20081018,13.3,2.2,7.8,1.6,08.03,0,1.14,11343
1388,20081019,15.2,1.3,8.3,1.4,8.48,0,1.2,12139
1389,20081020,20.7,3.1,11.9,3.1,12.28,0,1.62,9676
1390,20081021,15.4,12.9,14.1,3,13.48,22.1,1.15,3991
1391,20081022,9.4,6.2,7.8,2.3,9.33,1.6,.73,4056
1392,20081023,11.9,1.1,6.5,1.9,08.03,.1,.92,9266
1393,20081024,12,.2,6.1,1.2,8.33,.1,.74,7393
1394,20081025,16,3.1,9.5,1.6,8.63,.1,1.17,11487
1395,20081026,14.5,1.6,8,2.4,8.98,1.6,01.09,6874
1396,20081027,10.7,8,9.4,3,10.43,10.8,.83,4279
1397,20081028,7.6,5.2,6.4,2.1,8.38,.2,.7,3681
1398,20081029,5.8,1.8,3.8,1.8,7.28,.1,.63,3513
1399,20081030,5.9,.6,3.2,2.6,7.28,6.2,.53,4258
1400,20081031,12.3,2.9,7.6,2.5,9.48,15.7,.75,5599
1401,20081101,10.9,6.4,8.7,2.1,10.33,9.6,.65,3399
1402,20081102,12.9,6.8,9.8,1.9,10.88,.5,.72,4053
1403,20081103,17.5,7.1,12.3,2.1,10.73,.1,1.14,9021
1404,20081104,11.9,5.5,8.7,2.5,10.48,4.3,.58,4914
1405,20081105,14.2,8.4,11.3,1.3,11.28,0,.75,4499
1406,20081106,13.8,5.8,9.8,1.6,10.68,0,.71,5048
1407,20081107,12.2,7.6,9.9,2.3,10.53,1.2,.77,4464
1408,20081108,13.4,4.2,8.8,2.2,9.53,.5,.78,6565
1409,20081109,12.2,6.4,9.3,5.6,11.53,3.3,.57,2991
1410,20081110,15.2,10,12.6,6.4,11.58,.7,1.63,3880
1411,20081111,12.3,10.3,11.3,4.6,9.88,3.1,1.48,4458
1412,20081112,11.1,3,7.1,1.7,8.73,.2,.6,4260
1413,20081113,9.5,3.4,6.4,2.5,7.93,.1,.75,5177
1414,20081114,7.8,-.1,3.9,2.1,7.18,0,.52,5866
1415,20081115,9.5,2.9,6.2,1.5,9.28,.1,.42,3780
1416,20081116,10.6,7.6,9.1,1.1,10.93,1.3,.45,2715
1417,20081117,9.4,7.8,8.6,1.6,8.88,1,.58,5458
1418,20081118,8.6,3,5.8,1.6,9.63,1.2,.29,2644
1419,20081119,10.5,5.9,8.2,1.8,9.33,0,.57,3526
1420,20081120,9.2,5.4,7.3,4,9.48,.1,.62,2609
1421,20081121,10.4,6.8,8.6,5,9.23,6.1,01.06,2546
1422,20081122,4.9,1.7,3.3,3.9,5.58,.8,.95,4126
1423,20081123,3,-2,.5,4.4,5.73,7.7,.49,3465
1424,20081124,4.9,1.1,3,2.2,6.83,1.4,.44,2827
1425,20081125,2.5,-1.9,.3,2.5,5.78,.3,.38,5052
1426,20081126,4.6,.7,2.6,1.3,6.13,0,.34,4698
1427,20081127,.8,-3.8,-1.5,1.8,5.33,0,.27,2583
1428,20081128,.6,-3,-1.2,1.4,5.33,0,.24,2821
1429,20081129,3.3,-2.4,.4,1.3,5.83,7.6,.17,3695
1430,20081130,8.4,-.3,4.1,4.5,6.98,.3,.77,3785
1431,20081201,3.9,.2,2,2.1,6.93,.7,.3,2286
1432,20081202,4.7,0,2.3,3.8,6.33,.9,.51,3427
1433,20081203,5.6,.5,3.1,5.4,07.03,3,.53,2417
1434,20081204,6.5,1.6,4.1,5.4,8.28,11.3,.28,2229
1435,20081205,8.1,4.8,6.5,5.2,8.28,6.4,.81,2382
1436,20081206,6.7,4.4,5.5,3.5,7.98,1.7,.56,2797
1437,20081207,6.1,2.9,4.5,2.3,6.93,0,.51,3283
1438,20081208,1.8,-1.3,.2,2.3,5.83,0,.27,3026
1439,20081209,2.2,-1.3,.4,2,06.08,5.3,.27,2155
1440,20081210,1.5,-.6,.4,3.1,06.08,0,.31,2144
1441,20081211,3.8,-.3,1.8,2.3,5.63,.1,.42,3668
1442,20081212,-1.7,-4,-2.8,2.2,4.83,0,.15,3609
1443,20081213,-.3,-4.5,-2.4,3,5.13,4.2,.17,2824
1444,20081214,4.1,-1.1,1.5,2.5,6.38,1.6,.32,3197
1445,20081215,1.4,-1.2,.1,2.1,06.03,0,.24,2103
1446,20081216,.5,-.1,.2,2.2,06.03,0,.25,2098
1447,20081217,1.2,-.8,.2,1.8,06.03,1.5,.24,2095
1448,20081218,3.8,-.4,1.7,1.6,07.08,1,.17,2397
1449,20081219,8.9,2.6,5.8,2.7,8.13,.3,.52,2661
1450,20081220,7.2,1.2,4.2,3.4,8.53,.6,.23,2090
1451,20081221,9.6,6.6,8.1,1.8,9.33,0,.51,2313
1452,20081222,8.3,5.9,7.1,1.4,8.63,0,.48,2093
1453,20081223,8.8,4.2,6.5,3.3,8.53,0,.48,4054
1454,20081224,2.4,-.2,1.1,2.2,6.63,0,.23,2323
1455,20081225,5.7,1.1,3.4,4.6,6.68,0,.65,3211
1456,20081226,3,-1.3,.8,5.8,4.13,0,01.06,6245
1457,20081227,1,-4.1,-1.6,4,04.08,0,.5,6155
1458,20081228,1.1,-5.4,-2.1,3,3.83,0,.42,6145
1459,20081229,2.8,-6.7,-1.9,1.9,04.08,.8,.3,5893
1460,20081230,2.2,-2.4,-.1,2.1,5.58,3.3,.33,2424
1461,20081231,3.1,-.6,1.2,1.9,6.18,.5,.28,3152
1462,20090101,.2,-.8,-.3,2.3,5.73,0,.27,2160
1463,20090102,0,-.8,-.4,3,5.33,0,.4,2256
1464,20090103,-.7,-4.2,-2.4,3.5,3.98,0,.39,6420
1465,20090104,-1.9,-7.9,-4.9,1.4,3.68,0,.11,5609
1466,20090105,-3.6,-8.9,-6.2,1.5,3.93,.3,.16,2218
1467,20090106,-2.8,-5.3,-4,3.9,3.83,0,.39,3115
1468,20090107,-2.4,-7.6,-5,4.3,3.13,0,.55,5464
1469,20090108,-1,-7.1,-4,3.3,3.53,0,.38,6590
1470,20090109,-.3,-9.4,-4.9,1.6,3.38,0,.24,5733
1471,20090110,.3,-8.9,-4.3,1.3,3.63,0,.14,6687
1472,20090111,4.4,-8.6,-2.1,1.7,3.83,0,.36,6944
1473,20090112,.6,-7.7,-3.6,2.1,04.08,0,.5,3478
1474,20090113,1.5,-3.4,-1,1.6,4.43,.5,.64,2742
1475,20090114,1.4,-3.1,-.9,1.1,06.03,.4,.23,2413
1476,20090115,5.1,-1.4,1.9,2,5.98,0,.38,4971
1477,20090116,4.3,-2,1.2,2.1,5.78,0,.53,4133
1478,20090117,5.2,-.3,2.5,2.9,6.33,.3,.63,3140
1479,20090118,7.1,-.4,3.4,5.2,7.28,10.7,.61,2960
1480,20090119,10.2,2.5,6.3,6,8.43,5.6,.9,3025
1481,20090120,8.9,.3,4.6,3,6.23,0,.79,6509
1482,20090121,5.9,-.4,2.8,1.4,6.18,0,.46,3906
1483,20090122,3.2,-2.7,.3,5,6.58,7.1,.17,2692
1484,20090123,12,2.8,7.4,7.6,08.08,9.5,1.54,3897
1485,20090124,3.1,.4,1.8,3.2,6.58,3,.41,2731
1486,20090125,4.3,-2.8,.8,2.2,5.78,.3,.53,4926
1487,20090126,6,-.2,2.9,1.3,6.78,.2,.41,3632
1488,20090127,3.5,1.5,2.5,2,6.83,.1,.42,2846
1489,20090128,3.5,.1,1.8,2.4,5.58,0,.6,5136
1490,20090129,3.1,-3.7,-.3,2.7,4.93,0,.55,7172
1491,20090130,5.1,-3.7,.7,2.8,05.03,0,.65,8575
1492,20090131,4.6,-2.6,1,3.7,4.68,0,.88,8534
1493,20090201,1.1,-4.6,-1.7,2.9,4.43,4.7,.56,4907
1494,20090202,5.3,-1.3,2,2.9,6.73,3.9,.51,3243
1495,20090203,1,-.5,.2,1.4,5.88,5.4,.38,3147
1496,20090204,4.8,-1.5,1.6,1.4,6.13,1,.53,4092
1497,20090205,12.3,.5,6.4,2.7,7.53,1.2,01.05,6288
1498,20090206,9.3,1.7,5.5,2.3,7.93,1.3,.75,4940
1499,20090207,5.3,2.9,4.1,2.8,07.03,2.9,.69,3339
1500,20090208,3.7,-.7,1.5,3.2,5.28,0,.83,4440
1501,20090209,5.2,-1.8,1.7,5.5,07.03,6.5,.38,3439
1502,20090210,6.8,4.2,5.5,8.4,7.28,3,1.26,3878
1503,20090211,5.1,-.6,2.3,2.5,5.83,1.9,.75,5487
1504,20090212,3.5,.1,1.8,3.3,5.58,.2,.81,5481
1505,20090213,1.9,-1.8,0,1.7,5.48,.9,.49,3889
1506,20090214,2.6,-1,.8,2.9,05.03,0,.81,5150
1507,20090215,3.5,-5.4,-.9,2.1,4.13,0,.78,10707
1508,20090216,1.2,-3.7,-1.2,1.7,5.53,1,.39,3816
1509,20090217,6.8,.5,3.6,3.5,08.03,2.4,.45,3872
1510,20090218,4.4,2.8,3.6,3.1,5.93,0,1,7880
1511,20090219,4.3,-5.7,-.7,2.2,3.78,0,.95,11913
1512,20090220,6.4,-3.6,1.4,.9,5.28,0,.69,5699
1513,20090221,6.5,.2,3.4,1.7,6.48,0,.75,4406
1514,20090222,5.7,2.8,4.3,2.2,7.68,.9,.63,4293
1515,20090223,6.7,4.1,5.4,2,8.13,.4,.73,4487
1516,20090224,6.7,3.6,5.2,3.4,6.83,0,1.13,5653
1517,20090225,8.8,-1.4,3.7,1.8,5.58,0,1.17,12803
1518,20090226,8.7,-2.8,3,1.5,6.28,0,.88,7856
1519,20090227,12.3,1,6.7,1.8,7.23,0,1.3,11464
1520,20090228,14.7,0,7.4,1.6,7.28,0,1.48,13852
1521,20090301,12.1,3.3,7.7,2.4,8.18,.2,1.21,4596
1522,20090302,8.6,5,6.8,1.9,8.33,.5,.91,4659
1523,20090303,10.1,.6,5.3,2.2,6.43,.1,1.32,8824
1524,20090304,7.3,-.3,3.5,4.5,6.83,6.3,.99,4787
1525,20090305,4.9,-.5,2.2,3.4,06.03,.1,.93,4946
1526,20090306,7.5,1,4.3,4.8,5.53,0,1.71,8337
1527,20090307,8.6,-3.4,2.6,2.1,6.13,0,01.05,8620
1528,20090308,11.3,3.9,7.6,5.1,8.53,4.4,1.41,5482
1529,20090309,9.4,1.9,5.7,3.9,6.58,1.5,1.52,6281
1530,20090310,7.1,2.4,4.8,4.9,08.03,6.6,.8,5228
1531,20090311,9.8,4.6,7.2,3,6.88,.1,1.71,10893
1532,20090312,11.8,-1.8,5,2.3,7.23,0,1.26,8030
1533,20090313,14.1,6.1,10.1,1.3,8.58,0,1.51,9708
1534,20090314,15.7,1.9,8.8,3.1,8.98,.1,1.75,9120
1535,20090315,14.6,5.6,10.1,3,7.63,0,2.38,15039
1536,20090316,14,3,8.5,3.6,7.88,0,2.28,16931
1537,20090317,16.1,2.3,9.2,3.5,7.78,0,2.57,17027
1538,20090318,16.8,3.5,10.1,4.1,6.58,0,3.2,17226
1539,20090319,15.5,1.9,8.7,4.3,4.48,0,3.43,15737
1540,20090320,8.9,.7,4.8,4.8,3.93,0,2.74,18152
1541,20090321,9.5,-2.8,3.4,4,3.53,0,2.61,18302
1542,20090322,12.4,-.9,5.8,3.1,5.48,0,2.31,14805
1543,20090323,14.9,-.8,7.1,4.1,7.33,1.7,2.35,14165
1544,20090324,8.2,2.5,5.3,4.8,6.38,.8,1.73,8953
1545,20090325,9.3,-.1,4.6,5.3,6.88,4,1.48,7497
1546,20090326,11.4,4.7,8.1,5.3,08.08,1.9,1.82,6746
1547,20090327,11.2,5.9,8.5,5,8.48,3.6,1.8,7811
1548,20090328,10.5,6.2,8.4,4,08.03,.7,1.77,7552
1549,20090329,9.2,.7,5,3.8,6.48,0,1.83,13532
1550,20090330,11.8,.2,6,3.9,06.08,0,2.34,14967
1551,20090331,14.9,3.1,9,4,6.68,0,3.11,20080
1552,20090401,14.3,3.4,8.9,3.8,7.38,0,2.7,17196
1553,20090402,15.7,4.6,10.2,1.8,9.13,.1,2.14,14451
1554,20090403,18,6.5,12.2,2.8,10.28,0,2.31,10883
1555,20090404,16.6,5.8,11.2,1.6,10.03,.1,1.98,11837
1556,20090405,18.1,6.9,12.5,1.7,9.43,0,2.54,15826
1557,20090406,21.8,5.1,13.5,2.5,9.38,0,3.47,19611
1558,20090407,14,8.3,11.2,2.3,10.83,2.5,1.58,7452
1559,20090408,15.7,5.7,10.7,3.4,9.63,0,2.32,14019
1560,20090409,21.4,4.9,13.1,2.3,9.73,0,3.47,21344
1561,20090410,21.5,7.4,14.5,3.4,10.38,1.3,3.65,17667
1562,20090411,20.4,9.7,15,2.6,11.28,13.4,2.85,13351
1563,20090412,18.8,9.7,14.2,2.6,12.68,0,2.46,13304
1564,20090413,17.6,9.7,13.7,2.3,12.68,0,02.03,10424
1565,20090414,20.8,9.7,15.2,1.2,12.48,1.1,2.7,16396
1566,20090415,21.8,8.5,15.1,3.4,10.38,3.1,3.75,16732
1567,20090416,12.6,8,10.3,2.3,10.23,2.4,1.7,9489
1568,20090417,15.7,3.9,9.8,2.2,9.18,3.6,2.45,16115
1569,20090418,16.2,5.3,10.8,2,9.88,2.8,2.3,14242
1570,20090419,18.4,6.4,12.4,2.3,10.58,0,2.91,18407
1571,20090420,20.3,9.1,14.7,3.9,10.73,.8,3.89,19916
1572,20090421,20.8,8.7,14.8,4.1,10.88,0,04.02,20651
1573,20090422,19.5,8,13.8,3.4,9.43,0,04.04,22870
1574,20090423,17.5,5.7,11.6,2.6,7.98,0,3.7,24226
1575,20090424,18,4.2,11.1,2.4,7.13,.5,3.67,24460
1576,20090425,14.9,5.8,10.3,2,10.43,5.3,1.95,10778
1577,20090426,11.9,9.3,10.6,1.7,12.28,33,1.34,8369
1578,20090427,15.1,6.9,11,3.3,9.98,1.6,2.5,14628
1579,20090428,13.8,5.7,9.7,3.1,9.73,2.6,2.14,13180
1580,20090429,11.8,4.7,8.3,2.9,9.28,3,1.81,11908
1581,20090430,16.6,1,8.8,1.6,8.83,0,2.71,19697
1582,20090501,18.9,5.7,12.3,2.5,10.58,0,2.93,17104
1583,20090502,20.2,8.3,14.3,2.7,11.08,.1,3.9,23704
1584,20090503,17.4,8.6,13,2.5,11.13,0,2.8,15502
1585,20090504,15.3,7.5,11.4,2.5,8.28,0,3.22,18719
1586,20090505,13.2,5.3,9.3,1.8,9.68,0,1.62,8643
1587,20090506,19.7,10.6,15.2,1.9,11.58,0,3.27,18077
1588,20090507,24.4,5,14.7,1.7,12.58,3,3.91,23731
1589,20090508,17.7,12.2,14.9,2.6,13.33,.1,2.37,11122
1590,20090509,20.3,8.3,14.3,1.9,12.93,4.7,2.89,15946
1591,20090510,19.1,11.2,15.2,1.7,14.88,1.8,2.17,11619
1592,20090511,23.3,10.7,17,1.8,15.33,.6,3.47,19512
1593,20090512,24.5,13.1,18.8,1.7,15.53,.8,3.87,20489
1594,20090513,23.7,12.2,18,1.4,16.18,5,3.21,17339
1595,20090514,17.5,11.9,14.7,1.9,15.18,8.3,1.81,9502
1596,20090515,15.3,11.6,13.5,3.1,12.03,2.1,2.4,11910
1597,20090516,19.1,6.6,12.9,2.4,11.53,5.1,2.94,16848
1598,20090517,20.3,8.6,14.4,2.1,12.68,2.4,2.96,15770
1599,20090518,19.9,7.1,13.5,2,11.68,0,3.63,23003
1600,20090519,22.8,9,15.9,1.7,12.93,.3,04.02,23797
1601,20090520,25,9.9,17.4,1.3,15.33,0,4.23,25042
1602,20090521,21.1,14.4,17.7,1.6,16.88,7.9,2.67,13094
1603,20090522,21.7,12.6,17.1,1.6,13.63,0,3.9,22407
1604,20090523,24.9,9.2,17,1.5,15.38,0,3.65,20338
1605,20090524,30.1,15.4,22.8,1.5,20.83,0,5.27,27294
1606,20090525,30.1,15.1,22.6,1.8,18.63,.5,5.36,26541
1607,20090526,19.2,15.4,17.3,3.5,13.68,1.4,3.16,11731
1608,20090527,17.8,5.6,11.7,1.9,9.48,0,3.43,21696
1609,20090528,18.6,11.6,15.1,1.8,13.38,0,2.5,12388
1610,20090529,21.8,11.6,16.7,3.5,11.13,0,4.92,24977
1611,20090530,22.7,8.7,15.7,3.9,9.53,0,5.6,29285
1612,20090531,22.2,9.7,15.9,3.4,11.43,0,4.88,26381
1613,20090601,23.2,10,16.6,3.4,12.88,2.8,4.5,22795
1614,20090602,25,12.4,18.7,3.7,13.28,0,5.71,28451
1615,20090603,23.4,12.3,17.8,3.2,11.78,0,5.46,27747
1616,20090604,20.4,9.3,14.8,2.4,9.83,0,4.53,25291
1617,20090605,20.2,6.9,13.5,2.6,10.18,8.4,3.88,21433
1618,20090606,17.9,10.6,14.2,3.5,13.53,10.1,2.52,11933
1619,20090607,18.7,10.9,14.8,4.1,12.08,.9,3.55,17913
1620,20090608,18.8,9.2,14,1.9,13.18,3.4,2.28,11358
1621,20090609,20.9,10,15.4,4,13.08,2.5,04.04,22120
1622,20090610,21,8.1,14.5,3.4,13.78,2.5,3.26,18110
1623,20090611,20.2,13.5,16.9,3.4,12.45,.7,4.18,20455
1624,20090612,23,9,16,1.2,12.71,0,3.93,23222
1625,20090613,26.1,11.6,18.9,1.3,15.18,0,4.92,28017
1626,20090614,23.9,14,18.9,2,18.73,3,3.13,15737
1627,20090615,21.3,16.6,18.9,2.4,18.93,15.8,2.29,10026
1628,20090616,21.5,13.1,17.3,2,13.78,0,4.12,22665
1629,20090617,25.8,10.5,18.2,1.8,14.28,0,4.98,27848
1630,20090618,27.9,15.2,21.5,2.2,17.73,0,5.23,25904
1631,20090619,18.9,13.7,16.3,2,13.73,.4,2.73,12726
1632,20090620,18.5,9,13.7,2.7,10.93,1,3.5,18722
1633,20090621,20.8,9.3,15.1,2.9,11.53,.1,3.99,21069
1634,20090622,19.1,10.2,14.7,3.5,10.63,0,4.38,24155
1635,20090623,22.3,8.9,15.6,3.8,11.23,0,4.79,24414
1636,20090624,25.2,11.6,18.4,3.5,13.83,0,5.6,29384
1637,20090625,25.7,13.6,19.7,1.3,16.53,0,04.09,21322
1638,20090626,24.2,15,19.6,1.8,18.18,10.1,2.97,13457
1639,20090627,24.9,15.1,20,2,16.48,0,3.81,17873
1640,20090628,27.7,13.4,20.6,1.6,17.23,0,05.06,27062
1641,20090629,29.6,16.2,22.9,1.6,18.53,.2,5.28,25835
1642,20090630,30.7,17.5,24.1,2.1,18.73,.1,5.61,25617
1643,20090701,30.3,17.3,23.8,2.1,19.63,0,5.23,23921
1644,20090702,31.8,17.1,24.5,1.9,19.33,.3,5.53,24847
1645,20090703,28.9,17.6,23.3,2.2,17.68,.1,4.91,21011
1646,20090704,28,16.5,22.3,1.6,17.03,1.4,4.14,18971
1647,20090705,26.5,17.1,21.8,1.6,17.93,1.5,3.38,14063
1648,20090706,24.7,13.3,19,2.5,14.43,0,4.6,22552
1649,20090707,21.3,13.7,17.5,3.5,13.08,1.1,3.9,17104
1650,20090708,22.8,11.7,17.3,3.3,13.38,1.1,3.95,17826
1651,20090709,20.5,11.1,15.8,2.3,12.53,.1,3.24,15398
1652,20090710,21.7,11.1,16.4,2.6,11.08,0,3.95,18107
1653,20090711,23.2,11.7,17.4,1.4,12.53,.1,03.03,13344
1654,20090712,23.2,15.4,19.3,2.8,17.23,.2,2.82,10648
1655,20090713,26.3,16.1,21.2,1.4,19.78,6.2,03.08,13691
1656,20090714,23.2,16.5,19.8,1.9,19.18,14.9,2.51,10925
1657,20090715,25.7,14.8,20.3,1.8,16.38,0,04.02,19330
1658,20090716,31.6,14.2,22.9,2,17.23,1.2,5.81,27540
1659,20090717,18.1,15.2,16.6,3.3,15.28,.4,2.72,13089
1660,20090718,19.9,11.7,15.8,4.2,12.78,.4,3.33,14055
1661,20090719,21.5,13.1,17.3,3.9,13.38,.1,3.57,14023
1662,20090720,25.9,13.2,19.6,2.4,14.88,0,4.77,23842
1663,20090721,31.3,14.7,23,3.9,16.98,2.7,6.12,23731
1664,20090722,28.3,17.1,22.7,3.3,17.88,10,4.4,15354
1665,20090723,25.1,17.3,21.2,3.6,18.13,9.2,3.98,15909
1666,20090724,23.1,14.1,18.6,3.1,15.13,1.9,3.32,13031
1667,20090725,22.4,12,17.2,2.3,13.43,.1,3.81,19629
1668,20090726,26.7,10.6,18.7,1.6,13.13,0,4.97,27717
1669,20090727,27.6,11.9,19.8,2.5,15.33,2.4,4.13,17167
1670,20090728,25.3,13.3,19.3,1.4,14.78,0,4.33,23661
1671,20090729,29.8,12.6,21.2,2.4,15.83,0,5.23,24252
1672,20090730,22.8,15.1,19,2.8,12.48,0,4.45,20073
1673,20090731,25.1,12.7,18.9,1.9,12.38,0,4.25,21440
1674,20090801,29.1,12.1,20.6,2,14.48,1.1,4.63,21383
1675,20090802,20.4,16,18.2,2.9,15.73,.3,2.71,10729
1676,20090803,22.7,11.1,16.9,1.6,12.73,0,3.36,17165
1677,20090804,25.7,11.9,18.8,2.1,13.33,0,4.88,26859
1678,20090805,29.1,13.5,21.3,2.2,14.28,0,5.24,26068
1679,20090806,30.8,15.3,23.1,1.5,16.68,0,05.09,25921
1680,20090807,25.4,17,21.2,2.1,18.98,0,03.06,13107
1681,20090808,25.8,16.9,21.3,2.5,18.73,.6,3.34,14270
1682,20090809,25.8,15.4,20.6,2.2,18.88,11.8,3.5,17424
1683,20090810,24.5,16.5,20.5,1.9,17.68,2.7,3.26,15062
1684,20090811,23.7,15.1,19.4,1.8,16.73,0,2.68,11280
1685,20090812,27.2,14.8,21,1.5,16.78,0,4.41,23601
1686,20090813,27.5,15,21.2,2.1,17.08,0,4.44,21862
1687,20090814,26.5,14.9,20.7,1.6,16.83,0,3.71,18872
1688,20090815,31,13.6,22.3,1.8,16.83,0,05.01,25144
1689,20090816,33.3,16.3,24.8,1.5,18.03,0,4.83,22096
1690,20090817,29.5,16.6,23,2.1,18.38,0,4.49,20553
1691,20090818,30.7,15.1,22.9,1.6,16.83,0,4.67,23391
1692,20090819,35.1,17,26.1,1.6,18.53,0,5.15,22732
1693,20090820,34.9,18.8,26.9,3.1,17.63,3.1,6.21,21384
1694,20090821,24.2,17,20.6,2,16.63,.5,2.91,12320
1695,20090822,25.9,14.3,20.1,2.1,13.58,0,4.24,22103
1696,20090823,27.9,13,20.5,2,12.88,0,4.45,23776
1697,20090824,30.3,12.2,21.3,2.4,16.53,1.1,04.03,16634
1698,20090825,23,16.9,19.9,2.6,18.33,1.9,2.36,9651
1699,20090826,26.4,14.1,20.3,1.7,16.88,0,3.71,19602
1700,20090827,28,14,21,2.5,17.03,0,4.28,20768
1701,20090828,24,16.9,20.5,3,13.63,0,04.06,16559
1702,20090829,21.5,9.9,15.7,2.5,9.93,0,3.48,16791
1703,20090830,24.1,7.9,16,1.5,9.83,0,3.71,22629
1704,20090831,29.2,10.4,19.8,2,11.93,0,4.44,21572
1705,20090901,25.3,18,21.7,2.6,17.38,7.5,03.09,10363
1706,20090902,19.9,11.4,15.7,2.3,15.08,1.2,02.06,10567
1707,20090903,20.6,14.8,17.7,4.5,14.43,1.4,3,10839
1708,20090904,18.8,12.9,15.9,3.6,12.63,7.6,2.73,10943
1709,20090905,18.9,6.1,12.5,2,10.38,.1,2.57,15571
